Revenu
3.4697
3.3778
3.6201
3.6816500000000003
3.2712
3.3838
3.6408
2.711825
3.59615
3.62075
2.68685
3.4884250000000003
3.2212
3.4344
3.4482
3.640575
3.4444999999999997
3.6855
3.5524
3.3818
